Word,Rank,Frequency
finding,1824,101
hopes,1825,101
opposite,1826,101
affliction,1827,101
confusion,1828,101
moving,1829,101
dancing,1830,101
pour,1831,101
admiral,1832,101
sand,1833,101
goats,1834,101
gilead,1835,101
heed,1836,101
liked,1837,100
highly,1838,100
secure,1839,100
entire,1840,100
completely,1841,100
glance,1842,100
pointed,1843,100
astonishment,1844,100
behaviour,1845,100
floor,1846,100
stead,1847,100
canaan,1848,100
almighty,1849,100
cabin,1850,100
smiled,1851,99
proved,1852,99
influence,1853,99
school,1854,99
beg,1855,99
abide,1856,99
wept,1857,99
rent,1858,99
armed,1859,99
fault,1860,98
considerable,1861,98
weeks,1862,98
wholly,1863,98
watching,1864,98
prove,1865,98
cool,1866,98
touching,1867,98
em,1868,98
rocks,1869,98
risen,1870,98
pulled,1871,98
pitched,1872,98
savage,1873,98
cheerful,1874,97
odd,1875,97
bought,1876,97
proof,1877,97
mention,1878,97
picture,1879,97
share,1880,97
opportunity,1881,97
robert,1882,97
happen,1883,97
accept,1884,97
utmost,1885,97
main,1886,97
guard,1887,97
double,1888,97
attorney,1889,97
oath,1890,97
count,1891,97
pillars,1892,97
weary,1893,97
remnant,1894,97
shekels,1895,97
heavenly,1896,97
sensible,1897,96
brain,1898,96
excuse,1899,96
madam,1900,96
liveth,1901,96
womb,1902,96
doeth,1903,96
royal,1904,96
star,1905,96
president,1906,96
nantucket,1907,96
turns,1908,95
shepherd,1909,95
difficulty,1910,95
value,1911,95
working,1912,95
perceived,1913,95
flower,1914,95
fingers,1915,95
solid,1916,95
flood,1917,95
trumpet,1918,95
prophesy,1919,95
papa,1920,94
willing,1921,94
style,1922,94
sooner,1923,94
takes,1924,94
tired,1925,94
stands,1926,94
ordinary,1927,94
post,1928,94
utter,1929,94
stretch,1930,94
rage,1931,94
whereof,1932,94
threescore,1933,94
roll,1934,94
forehead,1935,94
swords,1936,94
hen,1937,94
vp,1938,94
isabella,1939,93
rate,1940,93
moments,1941,93
attempt,1942,93
firm,1943,93
nice,1944,93
park,1945,93
quietly,1946,93
amongst,1947,93
"""'",1948,93
drop,1949,93
building,1950,93
flocks,1951,93
bold,1952,93
dim,1953,93
fulfilled,1954,93
search,1955,93
tents,1956,93
deeds,1957,93
lambs,1958,93
duke,1959,93
event,1960,92
match,1961,92
possibly,1962,92
aunt,1963,92
decided,1964,92
birth,1965,92
slight,1966,92
throw,1967,92
bringing,1968,92
henceforth,1969,92
storm,1970,92
eagerly,1971,92
learned,1972,92
glorious,1973,92
amid,1974,92
clothed,1975,92
grant,1976,92
finally,1977,92
knees,1978,92
gift,1979,92
laughter,1980,92
ammon,1981,92
thrust,1982,92
barbara,1983,92
thinks,1984,91
harm,1985,91
prevent,1986,91
actually,1987,91
add,1988,91
fetch,1989,91
reply,1990,91
perceive,1991,91
poet,1992,91
violent,1993,91
bone,1994,91
famous,1995,91
pursued,1996,91
tables,1997,91
dick,1998,91
showed,1999,91
testimony,2000,91
upward,2001,91
garment,2002,91
armies,2003,91
remembrance,2004,90
authority,2005,90
randalls,2006,90
circle,2007,90
entering,2008,90
worst,2009,90
girls,2010,90
atonement,2011,90
interesting,2012,90
closed,2013,90
spoiled,2014,90
deny,2015,90
honourable,2016,90
stronger,2017,90
virtue,2018,90
astonished,2019,90
cousin,2020,90
bank,2021,90
brook,2022,90
acts,2023,90
content,2024,90
tenth,2025,90
cup,2026,90
fiery,2027,90
inside,2028,90
palace,2029,90
oft,2030,90
castle,2031,90
matters,2032,89
delightful,2033,89
martin,2034,89
reading,2035,89
shade,2036,89
indignation,2037,89
hardy,2038,89
chamber,2039,89
wound,2040,89
hated,2041,89
barton,2042,89
horns,2043,89
messengers,2044,89
honey,2045,89
carpenter,2046,89
couldn,2047,89
aware,2048,88
tea,2049,88
report,2050,88
widow,2051,88
plainly,2052,88
contrary,2053,88
mischief,2054,88
nights,2055,88
burden,2056,88
plant,2057,88
seventy,2058,88
vineyard,2059,88
ruler,2060,88
devils,2061,88
spear,2062,88
philip,2063,88
rory,2064,88
considering,2065,87
compassion,2066,87
resolution,2067,87
wonders,2068,87
upper,2069,87
dread,2070,87
slept,2071,87
dangerous,2072,87
courage,2073,87
interrupted,2074,87
bodies,2075,87
mock,2076,87
trespass,2077,87
cunning,2078,87
villages,2079,87
island,2080,87
pharisees,2081,87
heare,2082,87
safely,2083,86
questions,2084,86
memory,2085,86
charming,2086,86
breaking,2087,86
sell,2088,86
commit,2089,86
healed,2090,86
stairs,2091,86
leaning,2092,86
gifts,2093,86
bitter,2094,86
sprang,2095,86
afterward,2096,86
edom,2097,86
canst,2098,86
chase,2099,86
amen,2100,86
ben,2101,86
daniel,2102,86
wheeler,2103,86
wealth,2104,85
fashion,2105,85
admiration,2106,85
produced,2107,85
continual,2108,85
affair,2109,85
holds,2110,85
rooms,2111,85
sacrifices,2112,85
abundance,2113,85
hanging,2114,85
gay,2115,85
lamp,2116,85
row,2117,85
chariot,2118,85
weep,2119,85
shouted,2120,85
elijah,2121,85
loveit,2122,85
cassius,2123,85
feare,2124,85
sigh,2125,84
disposed,2126,84
expression,2127,84
train,2128,84
carrying,2129,84
sufficient,2130,84
fate,2131,84
wanting,2132,84
private,2133,84
knife,2134,84
misery,2135,84
sounds,2136,84
speed,2137,84
images,2138,84
laws,2139,84
rulers,2140,84
jehoshaphat,2141,84
aloft,2142,84
moby,2143,84
friendly,2144,83
perry,2145,83
neighbours,2146,83
continue,2147,83
direction,2148,83
smallest,2149,83
midnight,2150,83
carefully,2151,83
trembling,2152,83
start,2153,83
alas,2154,83
job,2155,83
explain,2156,83
final,2157,83
mankind,2158,83
hearkened,2159,83
ashes,2160,83
paradise,2161,83
somebody,2162,82
flew,2163,82
merry,2164,82
gain,2165,82
earnest,2166,82
hurried,2167,82
attend,2168,82
entrance,2169,82
e,2170,82
cruel,2171,82
fifth,2172,82
forsaken,2173,82
fisher,2174,82
jackal,2175,82
exeunt,2176,82
harpooneer,2177,82
looke,2178,82
shoes,2179,81
discovered,2180,81
aloud,2181,81
agreed,2182,81
abode,2183,81
seated,2184,81
william,2185,81
treasure,2186,81
yield,2187,81
remove,2188,81
game,2189,81
smell,2190,81
sailors,2191,81
brow,2192,81
shed,2193,81
harvest,2194,81
peleg,2195,81
fruits,2196,81
hidden,2197,81
bildad,2198,81
rope,2199,81
gratitude,2200,80
suffering,2201,80
occurred,2202,80
direct,2203,80
language,2204,80
express,2205,80
natured,2206,80
refused,2207,80
lords,2208,80
approach,2209,80
orders,2210,80
alike,2211,80
dying,2212,80
judges,2213,80
staring,2214,80
maker,2215,80
despised,2216,80
stern,2217,80
dominion,2218,80
vengeance,2219,80
dan,2220,80
abomination,2221,80
beseech,2222,80
bloody,2223,80
exalted,2224,80
steel,2225,80
rabbit,2226,80
idle,2227,79
terms,2228,79
busy,2229,79
foundation,2230,79
wheat,2231,79
throat,2232,79
enjoy,2233,79
impatient,2234,79
shining,2235,79
landlady,2236,79
lean,2237,79
devour,2238,79
bringeth,2239,79
michael,2240,79
wondrous,2241,79
spiritual,2242,79
simon,2243,79
rome,2244,79
clever,2245,78
ceased,2246,78
required,2247,78
luck,2248,78
endure,2249,78
helped,2250,78
exceeding,2251,78
somewhere,2252,78
rejoiced,2253,78
dwelling,2254,78
hail,2255,78
rolling,2256,78
wast,2257,78
sware,2258,78
wheels,2259,78
bag,2260,78
globe,2261,78
universe,2262,78
thinke,2263,78
ages,2264,77
belong,2265,77
spend,2266,77
wishes,2267,77
plenty,2268,77
parted,2269,77
market,2270,77
advice,2271,77
listened,2272,77
pounds,2273,77
root,2274,77
playing,2275,77
hungry,2276,77
male,2277,77
desert,2278,77
harp,2279,77
car,2280,77
flight,2281,77
ox,2282,77
uppercross,2283,77
ay,2284,77
crying,2285,77
palmer,2286,77
captive,2287,77
virgin,2288,77
rams,2289,77
brake,2290,77
shout,2291,77
abominations,2292,77
78,2293,77
pipe,2294,77
majesty,2295,77
"----""",2296,77
harpoon,2297,77
amiable,2298,76
bore,2299,76
female,2300,76
chose,2301,76
alarm,2302,76
bearing,2303,76
tied,2304,76
poems,2305,76
slaughter,2306,76
prayed,2307,76
55,2308,76
passover,2309,76
thief,2310,76
syria,2311,76
franklin,2312,76
bursal,2313,76
antony,2314,76
attached,2315,75
horrible,2316,75
lovely,2317,75
invitation,2318,75
dressed,2319,75
indifferent,2320,75
thin,2321,75
yards,2322,75
forgot,2323,75
gives,2324,75
expectation,2325,75
absolutely,2326,75
proceed,2327,75
kindled,2328,75
offended,2329,75
countries,2330,75
wounded,2331,75
inn,2332,75
bows,2333,75
shine,2334,75
chambers,2335,75
household,2336,75
anyone,2337,75
henrietta,2338,75
harville,2339,75
ivory,2340,75
planted,2341,75
horn,2342,75
lightning,2343,75
selah,2344,75
concern,2345,74
credit,2346,74
repent,2347,74
humour,2348,74
likeness,2349,74
mystery,2350,74
revealed,2351,74
justified,2352,74
message,2353,74
drinking,2354,74
simply,2355,74
sails,2356,74
chimney,2357,74
deed,2358,74
worshipped,2359,74
smitten,2360,74
charged,2361,74
shouldest,2362,74
reuben,2363,74
loins,2364,74
speaketh,2365,74
coffin,2366,74
eleazar,2367,74
taketh,2368,74
chains,2369,74
weeping,2370,74
foe,2371,74
againe,2372,74
pip,2373,74
disposition,2374,73
talents,2375,73
pair,2376,73
parties,2377,73
farm,2378,73
watched,2379,73
delicate,2380,73
offence,2381,73
pressed,2382,73
hint,2383,73
branch,2384,73
setting,2385,73
avoid,2386,73
needs,2387,73
punishment,2388,73
base,2389,73
forms,2390,73
dreams,2391,73
pointing,2392,73
kellynch,2393,73
vine,2394,73
gad,2395,73
exit,2396,73
fowls,2397,73
hebron,2398,73
amorites,2399,73
roman,2400,73
immortal,2401,73
margery,2402,73
lawrence,2403,73
anywhere,2404,72
success,2405,72
overcome,2406,72
gracious,2407,72
lately,2408,72
visible,2409,72
listening,2410,72
parents,2411,72
settle,2412,72
trusted,2413,72
colours,2414,72
necessity,2415,72
trial,2416,72
fears,2417,72
scarlet,2418,72
governor,2419,72
levi,2420,72
defiled,2421,72
wave,2422,72
lebanon,2423,72
galilee,2424,72
felix,2425,72
comrade,2426,72
flung,2427,72
american,2428,72
whalemen,2429,72
mild,2430,71
triumph,2431,71
brothers,2432,71
humble,2433,71
information,2434,71
"""--",2435,71
assured,2436,71
remains,2437,71
deceived,2438,71
sleeping,2439,71
proceeded,2440,71
advance,2441,71
younger,2442,71
action,2443,71
reasons,2444,71
bosom,2445,71
mourning,2446,71
mass,2447,71
eden,2448,71
afar,2449,71
assembly,2450,71
craft,2451,71
sunset,2452,71
secretary,2453,71
marquis,2454,71
accepted,2455,70
steadily,2456,70
pleasing,2457,70
delay,2458,70
divide,2459,70
lovers,2460,70
messenger,2461,70
benwick,2462,70
confounded,2463,70
sanctify,2464,70
jaw,2465,70
jew,2466,70
wake,2467,70
indian,2468,70
scheme,2469,69
absence,2470,69
nonsense,2471,69
reasonable,2472,69
couple,2473,69
employed,2474,69
wants,2475,69
presented,2476,69
safety,2477,69
expressed,2478,69
powerful,2479,69
hitherto,2480,69
wit,2481,69
impression,2482,69
recovered,2483,69
measured,2484,69
constant,2485,69
larger,2486,69
grove,2487,69
decree,2488,69
asleep,2489,69
guilty,2490,69
54,2491,69
yoke,2492,69
pot,2493,69
murder,2494,69
importance,2495,68
enormous,2496,68
sending,2497,68
notion,2498,68
whoever,2499,68
preached,2500,68
begged,2501,68
arrival,2502,68
hang,2503,68
instruments,2504,68
consent,2505,68
lights,2506,68
heap,2507,68
covering,2508,68
sacred,2509,68
silently,2510,68
awful,2511,68
roof,2512,68
yard,2513,68
treasures,2514,68
bind,2515,68
--',2516,68
ishmael,2517,68
staff,2518,68
scribes,2519,68
wing,2520,68
roots,2521,68
grief,2522,67
mile,2523,67
melancholy,2524,67
unhappy,2525,67
regret,2526,67
earnestly,2527,67
abbey,2528,67
gained,2529,67
asking,2530,67
intended,2531,67
wretched,2532,67
swiftly,2533,67
motion,2534,67
dull,2535,67
instrument,2536,67
mixed,2537,67
washed,2538,67
wandering,2539,67
lyme,2540,67
?),2541,67
surface,2542,67
inherit,2543,67
fir,2544,67
bethel,2545,67
asses,2546,67
53,2547,67
thereon,2548,67
grapes,2549,67
corners,2550,67
baptized,2551,67
theresa,2552,67
fishery,2553,67
played,2554,66
suspect,2555,66
instance,2556,66
depend,2557,66
native,2558,66
estate,2559,66
ignorant,2560,66
ignorance,2561,66
size,2562,66
keeping,2563,66
inclined,2564,66
forgiven,2565,66
narrow,2566,66
example,2567,66
tidings,2568,66
unseen,2569,66
seeking,2570,66
wore,2571,66
marked,2572,66
coloured,2573,66
wet,2574,66
pitch,2575,66
habitation,2576,66
endless,2577,66
stuff,2578,66
dried,2579,66
rings,2580,66
abimelech,2581,66
bottle,2582,66
redeemed,2583,66
horsemen,2584,66
flour,2585,66
arrows,2586,66
chaldeans,2587,66
turtle,2588,66
soil,2589,66
cat,2590,66
monster,2591,66
downe,2592,66
lucky,2593,65
silly,2594,65
objects,2595,65
prevailed,2596,65
solitary,2597,65
enjoyment,2598,65
pains,2599,65
horror,2600,65
ours,2601,65
immediate,2602,65
ride,2603,65
afford,2604,65
anxiety,2605,65
severe,2606,65
sentence,2607,65
softly,2608,65
rude,2609,65
minds,2610,65
eldest,2611,65
dignity,2612,65
whispered,2613,65
dealt,2614,65
prize,2615,65
ice,2616,65
fed,2617,65
western,2618,65
stroke,2619,65
mamma,2620,65
hollow,2621,65
compass,2622,65
uniform,2623,65
fox,2624,65
sanctified,2625,65
belly,2626,65
cherubims,2627,65
noah,2628,65
sworn,2629,65
57,2630,65
